trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
17,False,"{'a': 0.5, 'e': 0.5204029246664724}",20,0,-103.7673619101354,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.49958680767981345}",25,0,5.250222773643246,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.4796033353726209}",20,10,-23.351526195392996,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.4604192019577161}",25,0,-118.43325303174798,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.4420024338794074}",35,22,-29.279411092165162,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
22,False,"{'a': 0.5, 'e': 0.42432233652423107}",30,11,-1.4368527374377833,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.4073494430632618}",25,18,0.6069975732087158,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.3910554653407313}",30,23,-1.949473590226106,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.3754132467271021}",25,0,-76.52806292124404,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.360396716858018}",20,16,9.574816187505196,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.34598084818369723}",25,7,9.36181055208167,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.33214161425634936}",20,14,13.291556578875989,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.3188559496860954}",35,12,9.878791319723206,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.3061017116986515}",30,15,-116.93356033576025,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 2}",1
31,False,"{'a': 0.5, 'e': 0.29385764323070546}",25,0,-29.284086432505163,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.28210333750147726}",20,0,17.934468038204148,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.2708192040014181}",20,2,0.5385425495666205,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.2599864358413614}",25,18,-0.20160420443454186,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.24958697840770694}",25,3,-6.687485672221711,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.23960349927139865}",25,15,2.943301775043361,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.2300193593005427}",30,11,33.16051062411125,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.22081858492852097}",25,0,19.690737765803128,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.21198584153138014}",25,11,-27.937139546635642,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.20350640787012492}",20,6,24.58712002322974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.19536615155531992}",25,17,10.533140937723728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.18755150549310712}",25,19,5.522164586617539,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.18004944527338282}",20,11,11.925547767631919,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.1728474674624475}",25,11,20.836095762845073,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.1659335687639496}",20,0,26.092399300253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.1592962260133916}",20,16,8.351351448708101,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.15292437697285594}",25,6,25.766702752098375,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.1468074018939417}",35,23,23.574548634011833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.14093510581818403}",20,9,18.029679634087245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.13529770158545665}",20,7,9.837028237008752,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.12988579352203838}",30,12,34.619279807840265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.12469036178115685}",25,0,-24.759729196433604,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.11970274730991057}",20,0,9.635950981476185,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.11491463741751413}",20,0,8.832774993371224,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.11031805192081356}",30,16,25.918451272865997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.10590532984398102}",25,17,13.705484190458558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.10166911665022178}",30,17,12.215014587340118,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.09760235198421291}",20,4,24.62372583428466,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.09369825790484439}",20,6,27.92465758508961,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.0899503275886506}",25,12,-26.117508401636552,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.08635231448510458}",35,23,0.09449744140587057,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.08289822190570038}",20,12,16.6259544292355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.07958229302947237}",20,12,14.036044955904487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.07639900130829347}",20,7,25.93709211861103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.07334304125596174}",30,10,18.45741828859514,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.07040931960572326}",20,3,15.895438584509291,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.06759294682149433}",20,9,-1.9430668417138954,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.06488922894863455}",20,3,25.41778069585773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.06229365979068917}",20,6,-28.450053574133996,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.0598019133990616}",20,5,25.73237995654174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.05740983686309913}",20,7,19.492819860016805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.05511344338857516}",20,13,15.25444293556108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.052908905653032155}",20,6,26.398487343627746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.05079254942691087}",20,15,11.303502718118489,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.04876084744983443}",25,4,34.88633753563634,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.046810413551841054}",20,8,23.165698235540113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.04493799700976741}",25,11,28.872105824357092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.043140477129376714}",20,16,10.767076516144222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.04141485804420164}",20,0,24.48867046769019,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.03975826372243357}",25,11,-14.818627775378607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.03816793317353623}",25,15,22.502044137308932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.03664121584659478}",20,8,12.707920097996931,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.03517556721273098}",25,16,14.678334865258881,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.03376854452422175}",20,8,24.50640732678163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.03241780274325288}",30,14,22.60693774326727,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.03112109063352276}",30,13,29.495070825453563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.029876247008181846}",20,3,18.832388354079406,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,23.595330465856804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,3,29.539071010344436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,19.462392769387957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,3,29.97736836383582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,4,30.973851503357416,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,8.179144089664469,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,15,10.22429713784314,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,12,26.619218913977186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,2,35.039502349041385,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,22.54881539683433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,3,26.386592330863635,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,21,29.49222434011531,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,16,8.341765235379556,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,6,20.631631529597975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,8,33.35229789329001,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,11,20.21946341012931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,10,26.081927691426838,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,16,9.655259581516567,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,19.40683520827232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,18,12.128119400586119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,5,27.813083032427507,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,0,34.87196830880869,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,True,"{'a': 0, 'e': 0}",20,9,18.63169467497601,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,8,25.024866133863465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,0,29.326102441418154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",20,14,9.322348794252312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,0,37.14420745549254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,True,"{'a': 0, 'e': 0}",20,12,15.314132972796926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,12,12.513720770460193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,8,29.58083054080435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,9,20.86533268472704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,10,24.32036542723238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,11,27.770208262512885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",30,13,25.9689257568421,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,14,21.497496843018773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,9,21.474874427142833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,3,38.02060786505025,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,15,30.110371858748294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,3,31.603893026078044,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,13,28.14415672092939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,13,24.232720572303663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,12,14.295345574280944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,3,35.99602188097227,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,9,19.02407204237438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,12,25.095145524775898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",30,19,20.72616097566084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,10,19.619070847420605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,6,26.011702835591908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,8,34.73784891506443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",30,16,24.11169811957736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
